sample_name	Number.of.input.reads	Average.input.read.length	Uniquely.mapped.reads.number	Uniquely.mapped.reads..	Average.mapped.length	Number.of.splices..Total	Number.of.splices..Annotated..sjdb.	Number.of.splices..GT.AG	Number.of.splices..GC.AG	Number.of.splices..AT.AC	Number.of.splices..Non.canonical	Mismatch.rate.per.base...	Deletion.rate.per.base	Deletion.average.length	Insertion.rate.per.base	Insertion.average.length	Number.of.reads.mapped.to.multiple.loci	X..of.reads.mapped.to.multiple.loci	Number.of.reads.mapped.to.too.many.loci	X..of.reads.mapped.to.too.many.loci	Number.of.reads.unmapped..too.many.mismatches	X..of.reads.unmapped..too.many.mismatches	Number.of.reads.unmapped..too.short	X..of.reads.unmapped..too.short	Number.of.reads.unmapped..other	X..of.reads.unmapped..other	num_fq_sets
LIHC-DD-AACH-TP	78502641	96	71807742	91.47%	95.12	17435851	17211068	17244922	169248	10849	10832	0.19%	0.01%	2.42	0.00%	1.18	4021441	5.12%	24236	0.03%	452	0.00%	2599854	3.31%	48916	0.06%	2
BRCA-BH-A1FM-TP	83745409	100	75494608	90.15%	99.25	12004123	11897616	11906484	79146	10338	8155	0.31%	0.01%	1.47	0.01%	1.26	4971862	5.94%	20554	0.02%	646	0.00%	3224330	3.85%	33409	0.04%	2
LUAD-44-6775-TP	51980727	96	47041745	90.50%	95.12	9683709	9417467	9603501	63867	8115	8226	0.20%	0.00%	1.48	0.01%	1.23	2689304	5.17%	20785	0.04%	600	0.00%	2202983	4.24%	25310	0.05%	2
THCA-ET-A40Q-TP	118029904	96	105726239	89.58%	95.19	20556718	20050028	20393642	129563	14393	19120	0.25%	0.00%	1.41	0.01%	1.19	7881890	6.68%	30989	0.03%	943	0.00%	4360842	3.69%	29001	0.02%	2
LGG-FG-8187-TP	70551744	96	65067824	92.23%	95.31	9540996	9427352	9461318	66186	7524	5968	0.18%	0.00%	1.39	0.01%	1.22	3416131	4.84%	25990	0.04%	520	0.00%	2013977	2.85%	27302	0.04%	2
KIRC-CJ-5678-NT	82624733	100	73302873	88.72%	99.07	11854134	11740421	11755130	80758	9579	8667	0.57%	0.01%	1.3	0.01%	1.2	5652870	6.84%	9438	0.01%	536	0.00%	3647657	4.41%	11359	0.01%	2
LIHC-CC-5261-TP	43193379	96	37772697	87.45%	94.74	8510446	8436166	8444583	55591	5470	4802	1.09%	0.00%	1.48	0.00%	1.2	2222748	5.15%	11677	0.03%	314	0.00%	3179841	7.36%	6102	0.01%	2
LGG-E1-A7YE-TP	83649437	96	76895493	91.93%	95.12	13142220	12975722	13028730	92318	12118	9054	0.34%	0.00%	1.42	0.01%	1.21	3546247	4.24%	39276	0.05%	915	0.00%	3132670	3.74%	34836	0.04%	2
LUAD-44-2666-TP	77758408	96	69987278	90.01%	93.99	15335809	15108928	15213502	97707	11182	13418	0.59%	0.00%	1.42	0.02%	1.04	4930858	6.34%	30382	0.04%	593	0.00%	2788320	3.59%	20977	0.03%	2
LUAD-L9-A443-TP	51357640	96	46556457	90.65%	95.32	6763926	6646003	6710010	41603	4774	7539	0.22%	0.01%	1.51	0.01%	1.25	3097199	6.03%	36593	0.07%	412	0.00%	1621252	3.16%	45727	0.09%	2
OV-09-1670-TP	107653707	150	89762999	83.38%	148.56	42635276	42084151	42150496	340538	35500	108742	0.46%	0.00%	1.13	0.01%	1.51	12338760	11.46%	52697	0.05%	73970	0.07%	5402426	5.02%	22855	0.02%	2
LIHC-DD-A4NP-TP	102406155	96	88839437	86.75%	95.05	16677478	16485471	16579427	86229	5990	5832	0.62%	0.00%	1.36	0.00%	1.16	6900973	6.74%	12098	0.01%	271	0.00%	6640623	6.48%	12753	0.01%	2
OV-13-1505-TP	78110692	150	64163165	82.14%	148.23	25144042	24542038	24879181	178156	20842	65863	0.38%	0.01%	1.51	0.01%	1.44	9864446	12.63%	45449	0.06%	19758	0.03%	3986773	5.10%	31101	0.04%	2
SKCM-EE-A2A5-TM	85198327	96	76701739	90.03%	95.17	18114394	17986527	17968468	119762	16009	10155	0.18%	0.00%	1.41	0.01%	1.19	4830046	5.67%	33235	0.04%	563	0.00%	3602399	4.23%	30345	0.04%	2
STAD-HU-8610-TP	80024335	150	66776859	83.45%	148.5	23562058	23089507	23293936	192307	18400	57415	0.37%	0.01%	1.49	0.01%	1.36	5364790	6.70%	43305	0.05%	10885	0.01%	7802296	9.75%	26200	0.03%	2
LAML-AB-2808-TB	87295183	100	60783325	69.63%	98.89	5371517	5253620	5310321	48096	5308	7792	0.75%	0.00%	1.49	0.01%	1.24	4825335	5.53%	95816	0.11%	1957	0.00%	20357197	23.32%	1231553	1.41%	2
LUAD-64-1677-TP	31788293	97	27171363	85.48%	95.96	6153808	5999582	6115162	30561	4069	4016	0.36%	0.01%	1.31	0.01%	1.19	3307846	10.41%	9125	0.03%	203	0.00%	1290820	4.06%	8936	0.03%	2
KIRP-B3-3925-TP	58050974	100	52282414	90.06%	99.21	9812350	9687294	9718583	77925	8333	7509	0.29%	0.00%	1.44	0.01%	1.22	3033433	5.23%	32002	0.06%	579	0.00%	2667689	4.60%	34857	0.06%	2
UCEC-EO-A3B0-TP	53261761	96	47816233	89.78%	94.92	11277895	11124881	11183040	74804	10782	9269	0.31%	0.00%	1.47	0.01%	1.21	3261287	6.12%	18056	0.03%	324	0.00%	2150242	4.04%	15619	0.03%	2
THCA-EL-A4JZ-TP	76044264	96	68251105	89.75%	95.12	12893691	12617400	12793822	79836	9329	10704	0.21%	0.00%	1.45	0.01%	1.23	4771969	6.28%	24692	0.03%	666	0.00%	2969576	3.91%	26256	0.03%	2
SARC-DX-AB2W-TP	49926636	96	39525175	79.17%	95.08	8993812	8926877	8939340	44457	5416	4599	0.25%	0.00%	1.4	0.01%	1.2	3013603	6.04%	9410	0.02%	288	0.00%	7369475	14.76%	8685	0.02%	2
THCA-FE-A3PD-TP	92748701	96	79707914	85.94%	95.18	15128824	14897123	15004959	93057	11374	19434	0.20%	0.00%	1.49	0.01%	1.21	6603561	7.12%	33374	0.04%	762	0.00%	6370791	6.87%	32299	0.03%	2
UCS-N8-A4PP-TP	68445227	96	60813361	88.85%	95.01	13502701	13331384	13387550	93197	11394	10560	0.29%	0.00%	1.48	0.01%	1.11	4949657	7.23%	21156	0.03%	727	0.00%	2638394	3.85%	21932	0.03%	2
TGCT-SO-A8JP-TP	84524741	96	75369539	89.17%	95.17	16635106	16316969	16498406	114136	14030	8534	0.30%	0.00%	1.44	0.01%	1.21	5739250	6.79%	143937	0.17%	1193	0.00%	3097859	3.67%	172963	0.20%	2
COAD-A6-2671-NT	73488631	96	65040646	88.50%	94.99	14149980	13808393	14040442	86208	10780	12550	0.36%	0.00%	1.35	0.00%	1.2	4837584	6.58%	23912	0.03%	957	0.00%	3569556	4.86%	15976	0.02%	2
BRCA-BH-A0RX-TP	64592289	100	55465592	85.87%	99.17	12349072	11972028	12265914	65180	9644	8334	0.25%	0.01%	1.34	0.01%	1.21	4296030	6.65%	14721	0.02%	505	0.00%	4796102	7.43%	19339	0.03%	2
UCEC-BG-A2AE-TP	33564241	76	29318094	87.35%	74.66	6583998	6517036	6529531	44018	4858	5591	0.32%	0.01%	1.53	0.01%	1.32	3196835	9.52%	32702	0.10%	0	0.00%	995229	2.97%	21381	0.06%	1
BRCA-AO-A1KO-TP	91551006	100	82611839	90.24%	99.08	21147578	20267879	21014271	107229	11665	14413	0.24%	0.00%	1.41	0.01%	1.21	5434218	5.94%	32518	0.04%	639	0.00%	3431668	3.75%	40124	0.04%	2
THCA-DJ-A3V0-TP	81561390	96	73142453	89.68%	95.04	13355981	13240142	13254388	79975	9562	12056	0.24%	0.00%	1.31	0.01%	1.2	5846391	7.17%	23787	0.03%	442	0.00%	2523862	3.09%	24455	0.03%	2
UCEC-AX-A3G8-TP	55945876	96	45846940	81.95%	94.14	9393759	9337302	9342862	38589	4159	8149	0.29%	0.01%	1.43	0.01%	1.18	7751505	13.86%	17668	0.03%	304	0.00%	2316601	4.14%	12858	0.02%	2
LUAD-86-A4D0-TP	62863214	96	54901035	87.33%	95.22	10179760	9997407	10086284	73570	10550	9356	0.23%	0.01%	1.46	0.01%	1.2	4366280	6.95%	22340	0.04%	479	0.00%	3544697	5.64%	28383	0.05%	2
BRCA-A1-A0SD-TP	75915881	100	69767821	91.90%	99.2	15250092	15076904	15115769	108521	11591	14211	0.24%	0.00%	1.44	0.01%	1.23	3865874	5.09%	27663	0.04%	624	0.00%	2222482	2.93%	31417	0.04%	2
LGG-HT-A74H-TP	67826468	96	60150786	88.68%	95.23	8194917	8092905	8128352	54342	7072	5151	0.36%	0.00%	1.35	0.01%	1.21	4265789	6.29%	20451	0.03%	545	0.00%	3373030	4.97%	15867	0.02%	2
LIHC-BD-A2L6-TP	81204486	96	73166956	90.10%	95.13	15013725	14843910	14902556	98058	7049	6062	0.35%	0.00%	1.36	0.00%	1.18	5145202	6.34%	14882	0.02%	527	0.00%	2856642	3.52%	20277	0.02%	2
UCEC-D1-A0ZS-TP	33779240	76	29871493	88.43%	75.43	6643281	6599080	6594253	40190	5189	3649	0.26%	0.01%	1.63	0.01%	1.29	2907878	8.61%	16100	0.05%	0	0.00%	973399	2.88%	10370	0.03%	1
SKCM-BF-A1PU-TP	85541096	96	77858987	91.02%	95.14	17337415	17218094	17194066	119519	15890	7940	0.26%	0.00%	1.41	0.01%	1.22	4652561	5.44%	17527	0.02%	474	0.00%	2991523	3.50%	20024	0.02%	2
TGCT-XE-AANI-TP	70284399	96	63768223	90.73%	95.16	15096949	14832279	14991802	82895	10508	11744	0.18%	0.00%	1.39	0.01%	1.39	4234225	6.02%	32065	0.05%	695	0.00%	2215369	3.15%	33822	0.05%	2
COAD-D5-6540-TP	55198289	96	49901683	90.40%	95.13	10926103	10825290	10833290	74584	9424	8805	0.20%	0.01%	1.51	0.01%	1.21	3612621	6.54%	59066	0.11%	807	0.00%	1594438	2.89%	29674	0.05%	2
THCA-DJ-A3UU-TP	73208302	96	66806057	91.25%	95.16	14243507	14010294	14131370	90806	9941	11390	0.25%	0.00%	1.46	0.01%	1.21	3930497	5.37%	26909	0.04%	560	0.00%	2415657	3.30%	28622	0.04%	2
KIRC-BP-4342-TP	94220595	100	84815543	90.02%	99.17	16542198	16307979	16398003	119315	10976	13904	0.25%	0.01%	1.38	0.01%	1.25	5335377	5.66%	62744	0.07%	1967	0.00%	3937897	4.18%	67067	0.07%	2
LUAD-91-6835-NT	42995027	96	39171368	91.11%	95.19	7766058	7676875	7702384	52202	5612	5860	0.36%	0.00%	1.44	0.01%	1.2	2331941	5.42%	18053	0.04%	481	0.00%	1454356	3.38%	18828	0.04%	2
HNSC-D6-A6EQ-TP	50575393	96	45306384	89.58%	95.2	9326378	9226210	9273411	44190	4028	4749	0.19%	0.00%	1.4	0.01%	1.24	3767013	7.45%	20343	0.04%	296	0.00%	1442928	2.85%	38429	0.08%	2
ACC-OR-A5LO-TP	68742076	96	61230271	89.07%	95.25	9917061	9798637	9821485	77828	10065	7683	0.27%	0.01%	1.31	0.01%	1.2	5031942	7.32%	16446	0.02%	522	0.00%	2442506	3.55%	20389	0.03%	2
SKCM-EE-A3J4-TM	82022970	96	72755231	88.70%	95.15	16331344	16225205	16200965	109102	12730	8547	0.33%	0.00%	1.46	0.01%	1.19	5375847	6.55%	23899	0.03%	512	0.00%	3846061	4.69%	21420	0.03%	2
LUAD-55-8089-TP	88554800	96	76303378	86.17%	94.39	14895949	14465313	14766097	106491	11273	12088	1.59%	0.00%	1.36	0.00%	1.2	6070440	6.86%	36281	0.04%	1006	0.00%	6119324	6.91%	24371	0.03%	2
STAD-VQ-A91K-TP	141333661	150	109594578	77.54%	148.63	43908760	43251786	43475399	327307	34412	71642	0.44%	0.01%	1.35	0.01%	1.42	9772424	6.91%	94021	0.07%	132113	0.09%	21653930	15.32%	86595	0.06%	2
PAAD-HV-A5A3-TP	37633467	96	33868167	89.99%	95.21	6276239	6211898	6223780	42444	4347	5668	0.19%	0.00%	1.45	0.01%	1.23	1912341	5.08%	20377	0.05%	302	0.00%	1812702	4.82%	19578	0.05%	2
LAML-AB-2895-TB	64686899	100	47739632	73.80%	98.92	5121886	5005962	5054880	54208	4503	8295	0.46%	0.00%	1.54	0.00%	1.26	4105682	6.35%	98594	0.15%	1601	0.00%	11532073	17.83%	1209317	1.87%	2
MESO-3H-AB3K-TP	53510245	96	46429871	86.77%	95.14	10915427	10806024	10832919	66607	6518	9383	0.18%	0.00%	1.42	0.01%	1.22	3599922	6.73%	14058	0.03%	410	0.00%	3454056	6.45%	11928	0.02%	2
THCA-EM-A3AK-TP	91905098	96	84027333	91.43%	95.02	17695937	17545542	17557175	109781	12602	16379	0.23%	0.00%	1.45	0.00%	1.21	4825969	5.25%	27474	0.03%	751	0.00%	2996527	3.26%	27044	0.03%	2
SARC-QQ-A5VC-TP	65722613	96	56497902	85.96%	95.02	14199783	14056158	14093844	89291	9128	7520	0.38%	0.00%	1.46	0.01%	1.25	7024993	10.69%	80882	0.12%	430	0.00%	2078139	3.16%	40267	0.06%	2
PRAD-HC-7075-TP	90359831	96	81652507	90.36%	95.15	16617738	16456630	16453463	130615	18972	14688	0.23%	0.00%	1.43	0.00%	1.2	5085773	5.63%	25990	0.03%	800	0.00%	3559227	3.94%	35534	0.04%	2
LGG-CS-4944-TP	70684639	96	63392721	89.68%	94.73	11532665	11451382	11452288	67375	7438	5564	0.44%	0.00%	1.35	0.01%	1.2	3384076	4.79%	10813	0.02%	209	0.00%	3886450	5.50%	10370	0.01%	2
UCEC-A5-A0GP-TP	34263393	76	29025677	84.71%	75.28	6115606	6062549	6064332	39012	5491	6771	0.27%	0.01%	1.6	0.01%	1.31	3783805	11.04%	25060	0.07%	0	0.00%	1414675	4.13%	14176	0.04%	1
COAD-A6-3808-TP	23184598	76	19703319	84.98%	74.75	4273252	4221267	4238673	27284	3837	3458	0.46%	0.01%	1.54	0.01%	1.3	2156896	9.30%	14757	0.06%	0	0.00%	1303522	5.62%	6104	0.03%	1
CESC-C5-A1M5-TP	90081874	96	79632955	88.40%	94.83	16152482	15920941	16020334	103891	14321	13936	0.70%	0.00%	1.51	0.01%	1.21	6995414	7.77%	44298	0.05%	830	0.00%	3359374	3.73%	49003	0.05%	2
LUAD-67-3774-TP	48140473	96	43472142	90.30%	94.83	9439437	9276711	9363096	61727	7088	7526	0.77%	0.00%	1.4	0.00%	1.2	3062935	6.36%	13420	0.03%	408	0.00%	1575425	3.27%	16143	0.03%	2
LUSC-56-7222-NT	96370486	96	80677227	83.72%	95.12	15062461	14916354	14950005	85599	9804	17053	0.19%	0.00%	1.48	0.01%	1.2	5379062	5.58%	33144	0.03%	830	0.00%	10228542	10.61%	51681	0.05%	2
LIHC-FV-A3I1-NT	64024263	96	57629135	90.01%	95.08	13692338	13548716	13616686	67012	3870	4770	0.22%	0.00%	1.37	0.00%	1.16	3603071	5.63%	9337	0.01%	311	0.00%	2770692	4.33%	11717	0.02%	2
HNSC-CN-6992-TP	95336444	96	86205065	90.42%	95.08	19558415	19334330	19394821	134734	16331	12529	0.36%	0.00%	1.43	0.00%	1.19	5294690	5.55%	68457	0.07%	1017	0.00%	3602746	3.78%	164469	0.17%	2
KIRP-DZ-6134-TP	112804096	96	102379614	90.76%	95.19	20283192	20005413	20097486	156632	15142	13932	0.19%	0.00%	1.31	0.00%	1.2	6739745	5.97%	19722	0.02%	929	0.00%	3629669	3.22%	34417	0.03%	2
UCEC-A5-A0GV-TP	35072993	76	28907835	82.42%	75.19	2892471	2856613	2869394	14634	2000	6443	0.73%	0.01%	1.53	0.01%	1.29	3590473	10.24%	43482	0.12%	0	0.00%	2501937	7.13%	29266	0.08%	1
PRAD-CH-5751-TP	53256200	96	46612264	87.52%	94.98	9157288	8992793	9076731	65132	8847	6578	0.20%	0.00%	1.42	0.01%	1.2	3364876	6.32%	27487	0.05%	683	0.00%	3216483	6.04%	34407	0.06%	2
LUAD-55-6712-TP	37839309	96	33730831	89.14%	94	7079760	6923585	7018337	50057	5536	5830	0.60%	0.00%	1.4	0.02%	1.05	2357581	6.23%	14345	0.04%	236	0.00%	1725861	4.56%	10455	0.03%	2
LGG-CS-4938-TP	73251550	96	67077857	91.57%	95.32	10734351	10638916	10647126	71949	8936	6340	0.22%	0.00%	1.39	0.01%	1.18	3688154	5.03%	16980	0.02%	332	0.00%	2448661	3.34%	19566	0.03%	2
LUSC-46-6026-TP	114493548	100	100670790	87.93%	99.15	22755305	22475158	22582575	135449	19112	18169	0.26%	0.00%	1.44	0.01%	1.21	8790475	7.68%	98153	0.09%	1584	0.00%	4795522	4.19%	137024	0.12%	2
BRCA-D8-A73U-TP	63570740	96	55641505	87.53%	94.93	11991206	11483368	11900587	70496	7290	12833	0.50%	0.00%	1.33	0.00%	1.27	3721975	5.85%	32011	0.05%	1191	0.00%	4146488	6.52%	27570	0.04%	2
PAAD-FB-A4P6-TP	39086692	96	35187218	90.02%	95.17	7063352	6981964	7008184	44391	4909	5868	0.20%	0.00%	1.43	0.01%	1.24	1981857	5.07%	25725	0.07%	477	0.00%	1865653	4.77%	25762	0.07%	2
LUAD-44-2655-NT	88625154	96	81314979	91.75%	95.12	16801503	16654153	16679262	98448	11344	12449	0.26%	0.00%	1.43	0.01%	1.21	4306077	4.86%	22273	0.03%	735	0.00%	2952807	3.33%	28283	0.03%	2
COAD-AZ-6601-TP	58468332	96	51620234	88.29%	94.98	11456029	11333285	11354952	81349	10860	8868	0.48%	0.00%	1.45	0.00%	1.19	3846309	6.58%	20325	0.03%	472	0.00%	2956771	5.06%	24221	0.04%	2
UCEC-FL-A1YQ-NT	49299726	96	41377946	83.93%	95.15	7782131	7712114	7726774	42444	5638	7275	0.27%	0.00%	1.47	0.01%	1.22	6721315	13.63%	22477	0.05%	436	0.00%	1160982	2.35%	16570	0.03%	2
KIRC-B0-4821-TP	83388868	100	72808688	87.31%	99.21	11031699	10875851	10949587	65222	7417	9473	0.28%	0.01%	1.49	0.01%	1.24	6483354	7.77%	67558	0.08%	751	0.00%	3981988	4.78%	46529	0.06%	2
KIRC-CJ-4885-TP	82803414	100	73016439	88.18%	99.21	14905934	14757687	14772102	111390	11899	10543	0.26%	0.01%	1.44	0.01%	1.22	6895956	8.33%	18468	0.02%	523	0.00%	2847412	3.44%	24616	0.03%	2
BLCA-XF-AAN0-TP	80396757	96	73256619	91.12%	95.23	14217642	14026539	14102454	90863	12077	12248	0.19%	0.00%	1.45	0.01%	1.2	4772303	5.94%	59885	0.07%	891	0.00%	2254906	2.80%	52153	0.06%	2
LUAD-53-7624-TP	58948002	96	53274679	90.38%	95.09	11215987	11055908	11097655	99183	10765	8384	0.28%	0.00%	1.47	0.01%	1.2	3669456	6.22%	32791	0.06%	495	0.00%	1913748	3.25%	56833	0.10%	2
LGG-E1-A7YS-TP	73262047	96	65757436	89.76%	94.99	11179719	11034032	11073863	87154	10961	7741	0.46%	0.00%	1.44	0.00%	1.24	3321056	4.53%	35320	0.05%	745	0.00%	4114075	5.62%	33415	0.05%	2
KIRC-CZ-5467-NT	88008594	100	78858469	89.60%	99.11	16383189	16215222	16228391	126755	13508	14535	0.39%	0.00%	1.4	0.01%	1.22	4839584	5.50%	19597	0.02%	598	0.00%	4274801	4.86%	15545	0.02%	2
LGG-S9-A6U2-TP	61697724	96	54217214	87.88%	95.04	9813504	9705921	9731961	67631	7453	6459	0.40%	0.00%	1.39	0.00%	1.23	2457294	3.98%	21744	0.04%	448	0.00%	4971042	8.06%	29982	0.05%	2
GBM-06-0750-TP	65393893	152	52600490	80.44%	150.7	17558747	17367059	17428309	101889	14702	13847	0.69%	0.01%	1.36	0.01%	1.56	5074544	7.76%	17743	0.03%	34643	0.05%	7661441	11.72%	5032	0.01%	2
ESCA-IC-A6RE-TP	104970908	150	70393474	67.06%	147.55	25609265	25039299	25383701	166968	21197	37399	0.54%	0.01%	1.49	0.01%	1.45	5400804	5.15%	103440	0.10%	33899	0.03%	29007317	27.63%	31974	0.03%	2
BRCA-E2-A107-TP	72634519	96	66145779	91.07%	95.22	12744587	12630556	12630110	89432	11961	13084	0.23%	0.00%	1.42	0.01%	1.21	3754466	5.17%	29434	0.04%	480	0.00%	2670332	3.68%	34028	0.05%	2
HNSC-CV-A464-TP	62751458	96	56898000	90.67%	95.1	12244381	12135053	12154439	74641	8136	7165	0.24%	0.00%	1.5	0.01%	1.24	3158310	5.03%	21098	0.03%	382	0.00%	2640224	4.21%	33444	0.05%	2
KIRP-2Z-A9JL-TP	59578175	96	50591463	84.92%	95.1	8820563	8579313	8739157	65583	6887	8936	0.31%	0.00%	1.48	0.01%	1.22	3413690	5.73%	31188	0.05%	791	0.00%	5496787	9.23%	44256	0.07%	2
UCEC-AX-A05S-TP	14236199	76	11948509	83.93%	75.44	1824225	1804208	1810615	10789	1234	1587	0.21%	0.01%	1.64	0.01%	1.3	1532007	10.76%	13934	0.10%	0	0.00%	732859	5.15%	8890	0.06%	1
COAD-DM-A1HB-TP	73849500	96	64918445	87.91%	95.1	14574743	14470975	14453593	96023	11399	13728	0.21%	0.01%	1.54	0.01%	1.2	5588112	7.57%	32790	0.04%	730	0.00%	3286637	4.45%	22786	0.03%	2
LIHC-HP-A5MZ-TP	67197506	96	60626366	90.22%	95.12	12546640	12380999	12454697	79256	6519	6168	0.28%	0.00%	1.43	0.00%	1.18	4410742	6.56%	10788	0.02%	372	0.00%	2136621	3.18%	12617	0.02%	2
LAML-AB-2994-TB	66274253	100	52913523	79.84%	99.11	4997090	4840770	4934557	50313	4825	7395	0.34%	0.00%	1.52	0.01%	1.26	3082214	4.65%	82846	0.13%	1724	0.00%	9540796	14.40%	653150	0.99%	2
COAD-CM-5864-TP	41687528	96	36229131	86.91%	94.68	8996738	8926073	8927672	54609	7372	7085	0.63%	0.00%	1.42	0.00%	1.19	3983916	9.56%	11036	0.03%	252	0.00%	1450013	3.48%	13180	0.03%	2
PRAD-M7-A723-TP	56691824	96	48918686	86.29%	95.2	8128891	8056069	8069823	43229	8466	7373	0.34%	0.00%	1.39	0.01%	1.19	5428184	9.57%	16518	0.03%	439	0.00%	2311226	4.08%	16771	0.03%	2
HNSC-CN-6024-TP	65516281	96	59409217	90.68%	95.14	14023602	13881892	13905967	97286	10696	9653	0.22%	0.00%	1.49	0.01%	1.26	4217417	6.44%	34595	0.05%	543	0.00%	1774259	2.71%	80250	0.12%	2
KIRP-A4-7288-TP	71651296	96	66043281	92.17%	95.03	14488952	14349056	14349834	116158	13414	9546	0.30%	0.00%	1.43	0.00%	1.2	3321531	4.64%	18813	0.03%	550	0.00%	2242210	3.13%	24911	0.03%	2
ESCA-2H-A9GK-TP	103365727	150	77192621	74.68%	148.24	27234813	25636382	26953019	202124	22985	56685	0.70%	0.00%	1.35	0.01%	1.47	7411131	7.17%	45577	0.04%	209072	0.20%	18460953	17.86%	46373	0.04%	2
LUAD-05-4395-TP	117263075	96	103734855	88.46%	94.91	27345692	27121518	27093995	211716	22881	17100	0.28%	0.00%	1.44	0.01%	1.13	9950255	8.49%	31878	0.03%	829	0.00%	3515082	3.00%	30176	0.03%	2
HNSC-P3-A6T2-TP	68291053	96	61430495	89.95%	94.9	14903619	14772554	14783350	100072	11949	8248	0.39%	0.00%	1.45	0.00%	1.22	3987148	5.84%	27674	0.04%	603	0.00%	2804950	4.11%	40183	0.06%	2
LUSC-85-A53L-TP	76816749	96	67149552	87.42%	95.13	13936956	13706827	13825060	89516	13681	8699	0.31%	0.00%	1.44	0.01%	1.19	5204975	6.78%	26745	0.03%	596	0.00%	4386963	5.71%	47918	0.06%	2
LIHC-DD-AADC-TP	38344175	96	34616698	90.28%	95.24	7185232	7103571	7121557	53203	4989	5483	0.17%	0.00%	1.42	0.01%	1.18	2312467	6.03%	10521	0.03%	273	0.00%	1390861	3.63%	13355	0.03%	2
KIRP-A4-A5Y1-TP	120409753	96	109747955	91.15%	95.17	22153541	21842483	21946509	170330	21305	15397	0.28%	0.00%	1.47	0.01%	1.2	5794056	4.81%	53774	0.04%	805	0.00%	4745272	3.94%	67891	0.06%	2
TGCT-XE-A8H4-TP	64236706	96	56326990	87.69%	95.24	12246473	11963612	12145564	82394	10871	7644	0.26%	0.00%	1.43	0.01%	1.2	4284923	6.67%	110365	0.17%	635	0.00%	3365165	5.24%	148628	0.23%	2
KICH-KL-8345-TP	81318792	96	73871436	90.84%	95.21	13494547	13358473	13373111	100820	10780	9836	0.17%	0.00%	1.4	0.01%	1.19	5277708	6.49%	46239	0.06%	565	0.00%	2104973	2.59%	17871	0.02%	2
LGG-HT-A74K-TP	55714622	96	47669776	85.56%	94.74	7797800	7720994	7738092	47166	6476	6066	0.22%	0.00%	1.41	0.01%	1.2	3415996	6.13%	26386	0.05%	1153	0.00%	4575905	8.21%	25406	0.05%	2
READ-AG-A00C-TP	28275486	76	20429898	72.25%	72.88	4108339	4064950	4073283	25987	3387	5682	0.87%	0.01%	1.54	0.01%	1.29	3086845	10.92%	33696	0.12%	0	0.00%	4717335	16.68%	7712	0.03%	1
READ-AG-4001-TP	27813178	76	24378648	87.65%	75.11	5506182	5451515	5461733	35591	4803	4055	0.47%	0.01%	1.54	0.01%	1.38	2711441	9.75%	20825	0.07%	0	0.00%	693310	2.49%	8954	0.03%	1
HNSC-MT-A51X-TP	62405152	96	56048030	89.81%	95.11	12104056	11953375	12011699	76924	9036	6397	0.28%	0.00%	1.47	0.01%	1.2	3880954	6.22%	26158	0.04%	450	0.00%	2403102	3.85%	46458	0.07%	2
BRCA-AQ-A7U7-TP	68665491	96	62168501	90.54%	95.12	13157691	12740540	13045442	80877	8797	22575	0.28%	0.00%	1.44	0.01%	1.27	3380537	4.92%	37066	0.05%	912	0.00%	3038487	4.43%	39988	0.06%	2
KIRC-A3-3308-TP	65670160	100	57276120	87.22%	99.14	11871692	11725909	11760844	92541	9764	8543	0.26%	0.00%	1.43	0.01%	1.23	3296428	5.02%	30177	0.05%	801	0.00%	5036150	7.67%	30484	0.05%	2
ESCA-IG-A4QT-TP	138776078	150	99907776	71.99%	147.53	29487586	24871189	29191914	195593	19960	80119	0.59%	0.01%	1.35	0.01%	1.47	24245835	17.47%	109900	0.08%	239070	0.17%	14224067	10.25%	49430	0.04%	2
KIRC-BP-4176-TP	77481811	100	69849037	90.15%	99.12	15295245	15110442	15158190	114402	10912	11741	0.41%	0.01%	1.4	0.01%	1.24	4492484	5.80%	25601	0.03%	963	0.00%	3086277	3.98%	27449	0.04%	2
LGG-DU-A6S7-TP	68391089	96	59731633	87.34%	94.74	10124018	9998471	10030823	74868	9375	8952	0.25%	0.00%	1.44	0.01%	1.2	3141044	4.59%	37547	0.05%	1232	0.00%	5451210	7.97%	28423	0.04%	2
UCEC-A5-A0G1-TP	30668058	76	26726268	87.15%	75.21	5406772	5319990	5366435	31563	3651	5123	0.54%	0.01%	1.57	0.01%	1.32	2774610	9.05%	22723	0.07%	0	0.00%	1131295	3.69%	13162	0.04%	1
KIRC-CJ-5679-NT	81737254	100	74403051	91.03%	99.14	15094049	14948490	14962398	107151	12135	12365	0.29%	0.01%	1.37	0.01%	1.22	4314897	5.28%	16280	0.02%	688	0.00%	2982445	3.65%	19893	0.02%	2
PAAD-US-A77J-TP	48123903	96	43096165	89.55%	95.09	9118386	8878866	9056103	50331	5600	6352	0.30%	0.00%	1.37	0.01%	1.23	3351516	6.96%	19844	0.04%	409	0.00%	1642851	3.41%	13118	0.03%	2
LGG-HT-7476-TP	75073696	96	67883584	90.42%	95.14	10487107	10392486	10401173	71337	8859	5738	0.40%	0.00%	1.32	0.01%	1.19	4720053	6.29%	21665	0.03%	398	0.00%	2430444	3.24%	17552	0.02%	2
