TCGA	sample_id	seqtype	chrom	virus	contig	sample_region_expr	mean_region_expr	log2_fold_change	expr_quantile	region_gene_list
CESC	CESC-EA-A3HT-TP	WXS	chrX	HPV16	HPV16~5598~+~chrX~1295494~+	42.63	33.16	0.36	0.76	CSF2RA^ENSG00000198223.13,BX649553.3^ENSG00000264510.4,BX649553.4^ENSG00000264819.4,BX649553.2^ENSG00000263980.4,MIR3690^ENSG00000265658.4,BX649553.1^ENSG00000263835.4,RNA5SP498^ENSG00000223274.4
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	chr21~8433190~+~HPV16~2296~-	0.00	2.65	-8.05	0.50	MIR6724-3^ENSG00000275692.1,pRNA^ENSG00000278775.1,FP236383.7^ENSG00000276737.1,FP236383.5^ENSG00000275783.1,FP236383.1^ENSG00000274519.1,CH507-513H4.3^ENSG00000281181.1,RNA5-8S5^ENSG00000278189.1,FP236383.9^ENSG00000276924.1
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	chr21~8250165~+~HPV16~2296~-	12.07	15.39	-0.35	0.38	MIR6724-2^ENSG00000274060.1,pRNA^ENSG00000277671.1,FP671120.5^ENSG00000276104.1,FP671120.1^ENSG00000274426.1,CH507-513H4.5^ENSG00000281383.1,RNA5-8S5^ENSG00000277739.1,FP671120.6^ENSG00000278047.1
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	chr21~8389003~+~HPV16~2296~-	8.01	9.55	-0.25	0.51	CH507-528H12.1^ENSG00000280441.1,FP236383.2^ENSG00000274725.1,MIR6724-3^ENSG00000277379.1,pRNA^ENSG00000274868.1,FP236383.8^ENSG00000276796.1,FP236383.6^ENSG00000276322.1,FP236383.11^ENSG00000277244.1,CH507-513H4.4^ENSG00000280614.1,RNA5-8S5^ENSG00000275215.1
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	chr21~8205956~+~HPV16~2296~-	20.29	15.75	0.37	0.72	CH507-513H4.1^ENSG00000278996.1,FP671120.3^ENSG00000275279.1,MIR6724-3^ENSG00000275950.1,pRNA^ENSG00000275664.1,FP671120.2^ENSG00000275252.1,MIR3648-2^ENSG00000275708.1,MIR3687-2^ENSG00000277437.1,CH507-513H4.6^ENSG00000280800.1,RNA5-8S5^ENSG00000278233.1
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	HPV16~3639~-~chr21~8448179~+	13.30	8.75	0.60	0.73	CH507-513H4.3^ENSG00000281181.1,RNA5-8S5^ENSG00000278189.1,FP236383.9^ENSG00000276924.1,FP236383.12^ENSG00000277644.1,FP236383.3^ENSG00000274735.1
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	HPV16~3639~-~chr21~8447447~+	13.30	8.75	0.60	0.73	CH507-513H4.3^ENSG00000281181.1,RNA5-8S5^ENSG00000278189.1,FP236383.9^ENSG00000276924.1,FP236383.12^ENSG00000277644.1,FP236383.3^ENSG00000274735.1
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	HPV16~3639~-~chr21~8403972~+	8.01	8.84	-0.14	0.57	CH507-528H12.1^ENSG00000280441.1,CH507-513H4.4^ENSG00000280614.1,RNA5-8S5^ENSG00000275215.1,FP236383.4^ENSG00000275209.1,FP236383.10^ENSG00000277105.1
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	HPV16~3639~-~chr21~8403240~+	8.01	8.84	-0.14	0.57	CH507-528H12.1^ENSG00000280441.1,CH507-513H4.4^ENSG00000280614.1,RNA5-8S5^ENSG00000275215.1,FP236383.4^ENSG00000275209.1,FP236383.10^ENSG00000277105.1
CESC	CESC-EA-A3HS-TP	WXS	chr21	HPV16	HPV16~3639~-~chr21~8220973~+	20.29	19.72	0.04	0.60	CH507-513H4.1^ENSG00000278996.1,CH507-513H4.6^ENSG00000280800.1,RNA5-8S5^ENSG00000278233.1,FP671120.7^ENSG00000278597.1,FP671120.4^ENSG00000275530.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~5909~-~chr21~8393699~+	19.68	13.28	0.57	0.75	CH507-528H12.1^ENSG00000280441.1,FP236383.2^ENSG00000274725.1,MIR6724-3^ENSG00000277379.1,pRNA^ENSG00000274868.1,FP236383.8^ENSG00000276796.1,FP236383.6^ENSG00000276322.1,FP236383.11^ENSG00000277244.1,CH507-513H4.4^ENSG00000280614.1,RNA5-8S5^ENSG00000275215.1,FP236383.4^ENSG00000275209.1,FP236383.10^ENSG00000277105.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~5909~-~chr21~8210664~+	13.11	20.15	-0.62	0.42	CH507-513H4.1^ENSG00000278996.1,FP671120.3^ENSG00000275279.1,MIR6724-3^ENSG00000275950.1,pRNA^ENSG00000275664.1,FP671120.2^ENSG00000275252.1,MIR3648-2^ENSG00000275708.1,MIR3687-2^ENSG00000277437.1,CH507-513H4.6^ENSG00000280800.1,RNA5-8S5^ENSG00000278233.1,FP671120.7^ENSG00000278597.1,FP671120.4^ENSG00000275530.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~5909~-~chr21~8437909~+	12.50	9.29	0.43	0.60	MIR6724-3^ENSG00000275692.1,pRNA^ENSG00000278775.1,FP236383.7^ENSG00000276737.1,FP236383.5^ENSG00000275783.1,FP236383.1^ENSG00000274519.1,CH507-513H4.3^ENSG00000281181.1,RNA5-8S5^ENSG00000278189.1,FP236383.9^ENSG00000276924.1,FP236383.12^ENSG00000277644.1,FP236383.3^ENSG00000274735.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~5909~-~chr21~8254872~+	13.16	15.39	-0.23	0.59	MIR6724-2^ENSG00000274060.1,pRNA^ENSG00000277671.1,FP671120.5^ENSG00000276104.1,FP671120.1^ENSG00000274426.1,CH507-513H4.5^ENSG00000281383.1,RNA5-8S5^ENSG00000277739.1,FP671120.6^ENSG00000278047.1
CESC	CESC-DG-A2KL-TP	WXS	chr16	HPV16	HPV16~5909~-~chr16~34161063~+	0.00	0.60	-5.94	0.36	LINC00273^ENSG00000256642.1,AC136932.1^ENSG00000207986.1,RNA5-8SP2^ENSG00000200434.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	chr21~8418748~+~HPV16~2033~-	7.21	3.59	1.00	0.61	CH507-528H12.1^ENSG00000280441.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	chr21~8236345~+~HPV16~2033~-	13.11	12.25	0.10	0.72	CH507-513H4.1^ENSG00000278996.1
CESC	CESC-DG-A2KL-TP	WXS	chr22	HPV16	chr22~11618702~+~HPV16~2033~-	0.00	0.15	-4.04	0.41	CT978678.1^ENSG00000274416.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~1045~-~chr21~8994423~+	11.48	0.85	3.74	0.97	MIR3648-1^ENSG00000264462.1,MIR3687-1^ENSG00000264063.1,bP-2171C21.3^ENSG00000279501.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~470~-~chr21~8398827~+	19.68	13.04	0.59	0.75	CH507-528H12.1^ENSG00000280441.1,pRNA^ENSG00000274868.1,FP236383.8^ENSG00000276796.1,FP236383.6^ENSG00000276322.1,FP236383.11^ENSG00000277244.1,CH507-513H4.4^ENSG00000280614.1,RNA5-8S5^ENSG00000275215.1,FP236383.4^ENSG00000275209.1,FP236383.10^ENSG00000277105.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~470~-~chr21~8215793~+	13.11	19.95	-0.61	0.42	CH507-513H4.1^ENSG00000278996.1,pRNA^ENSG00000275664.1,FP671120.2^ENSG00000275252.1,MIR3648-2^ENSG00000275708.1,MIR3687-2^ENSG00000277437.1,CH507-513H4.6^ENSG00000280800.1,RNA5-8S5^ENSG00000278233.1,FP671120.7^ENSG00000278597.1,FP671120.4^ENSG00000275530.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~470~-~chr21~8443056~+	12.50	9.29	0.43	0.60	pRNA^ENSG00000278775.1,FP236383.7^ENSG00000276737.1,FP236383.5^ENSG00000275783.1,FP236383.1^ENSG00000274519.1,CH507-513H4.3^ENSG00000281181.1,RNA5-8S5^ENSG00000278189.1,FP236383.9^ENSG00000276924.1,FP236383.12^ENSG00000277644.1,FP236383.3^ENSG00000274735.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~470~-~chr21~8260022~+	13.16	15.39	-0.23	0.59	pRNA^ENSG00000277671.1,FP671120.5^ENSG00000276104.1,FP671120.1^ENSG00000274426.1,CH507-513H4.5^ENSG00000281383.1,RNA5-8S5^ENSG00000277739.1,FP671120.6^ENSG00000278047.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~455~-~chr21~8394848~+	19.68	13.04	0.59	0.75	CH507-528H12.1^ENSG00000280441.1,MIR6724-3^ENSG00000277379.1,pRNA^ENSG00000274868.1,FP236383.8^ENSG00000276796.1,FP236383.6^ENSG00000276322.1,FP236383.11^ENSG00000277244.1,CH507-513H4.4^ENSG00000280614.1,RNA5-8S5^ENSG00000275215.1,FP236383.4^ENSG00000275209.1,FP236383.10^ENSG00000277105.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~455~-~chr21~8211813~+	13.11	19.99	-0.61	0.43	CH507-513H4.1^ENSG00000278996.1,MIR6724-3^ENSG00000275950.1,pRNA^ENSG00000275664.1,FP671120.2^ENSG00000275252.1,MIR3648-2^ENSG00000275708.1,MIR3687-2^ENSG00000277437.1,CH507-513H4.6^ENSG00000280800.1,RNA5-8S5^ENSG00000278233.1,FP671120.7^ENSG00000278597.1,FP671120.4^ENSG00000275530.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~455~-~chr21~8439061~+	12.50	9.29	0.43	0.59	MIR6724-3^ENSG00000275692.1,pRNA^ENSG00000278775.1,FP236383.7^ENSG00000276737.1,FP236383.5^ENSG00000275783.1,FP236383.1^ENSG00000274519.1,CH507-513H4.3^ENSG00000281181.1,RNA5-8S5^ENSG00000278189.1,FP236383.9^ENSG00000276924.1,FP236383.12^ENSG00000277644.1,FP236383.3^ENSG00000274735.1
CESC	CESC-DG-A2KL-TP	WXS	chr21	HPV16	HPV16~455~-~chr21~8256019~+	13.16	15.39	-0.23	0.59	MIR6724-2^ENSG00000274060.1,pRNA^ENSG00000277671.1,FP671120.5^ENSG00000276104.1,FP671120.1^ENSG00000274426.1,CH507-513H4.5^ENSG00000281383.1,RNA5-8S5^ENSG00000277739.1,FP671120.6^ENSG00000278047.1
CESC	CESC-DG-A2KL-TP	WXS	chr9	HPV16	chr9~118748922~+~HPV16~98~+	0.00	0.07	-2.92	0.53	RP11-127L21.1^ENSG00000235201.1
CESC	CESC-DG-A2KL-TP	WXS	chr2	HPV16	chr2~1094982~+~HPV16~2345~+	9.18	7.77	0.24	0.64	SNTG2^ENSG00000172554.10
CESC	CESC-DG-A2KL-TP	WXS	chr2	HPV16	chr2~1094370~+~HPV16~2345~+	9.18	7.77	0.24	0.64	SNTG2^ENSG00000172554.10
CESC	CESC-HM-A3JK-TP	WXS	chr4	HPV35	HPV35~2431~+~chr4~142660512~+	38.94	24.19	0.69	1.00	INPP4B^ENSG00000109452.11,RP11-223C24.1^ENSG00000249806.1
CESC	CESC-HM-A3JK-TP	WXS	chr4	HPV35	chr4~142660489~+~HPV35~3111~+	38.94	24.19	0.69	1.00	INPP4B^ENSG00000109452.11,RP11-223C24.1^ENSG00000249806.1
CESC	CESC-HM-A3JK-TP	WXS	chrY	HPV16	HPV16~2221~+~chrY~1462752~+	0.00	0.00	0.00	0.34	ASMTL^ENSGR0000169093.13,P2RY8^ENSGR0000182162.8
CESC	CESC-HM-A3JK-TP	WXS	chr19	HPV16	chr19~35333153~+~HPV16~3602~+	12.66	16.66	-0.40	0.43	CD22^ENSG00000012124.13,U62631.5^ENSG00000269553.1
CESC	CESC-C5-A7UI-TP	WXS	chr1	HPV33	HPV33~3350~+~chr1~40813190~+	24.17	13.48	0.84	0.98	KCNQ4^ENSG00000117013.13,RN7SL326P^ENSG00000264582.2
CESC	CESC-VS-A8EG-TP	WXS	chr1	HPV16	HPV16~5843~-~chr1~27433019~+	22.66	19.62	0.21	1.00	WASF2^ENSG00000158195.9
CESC	CESC-VS-A8EG-TP	WXS	chr1	HPV16	chr1~27493101~+~HPV16~1283~-	22.66	19.62	0.21	1.00	WASF2^ENSG00000158195.9
CESC	CESC-VS-A8EG-TP	WXS	chr1	HPV16	chr1~27446515~+~HPV16~3~+	22.66	19.62	0.21	1.00	WASF2^ENSG00000158195.9
CESC	CESC-VS-A8EG-TP	WXS	chr4	HPV16	HPV16~5845~-~chr4~176722754~+	13.72	15.14	-0.14	0.17	VEGFC^ENSG00000150630.3
CESC	CESC-VS-A8EG-TP	WXS	chr2	HPV16	chr2~172523652~+~HPV16~5845~+	14.06	13.63	0.04	0.71	AC093818.1^ENSG00000225205.4
CESC	CESC-VS-A8EG-TP	WXS	chr15	HPV16	chr15~56408961~+~HPV16~5845~+	25.57	20.13	0.35	0.80	TEX9^ENSG00000151575.13,RP11-48G14.1^ENSG00000261823.1
CESC	CESC-VS-A8EG-TP	WXS	chr11	HPV16	chr11~68726841~+~HPV16~5845~+	14.23	14.32	-0.01	0.41	MTL5^ENSG00000132749.9
CESC	CESC-VS-A8EG-TP	WXS	chr22	HPV16	HPV16~5845~-~chr22~41075882~+	11.38	10.15	0.16	0.74	RP11-12M9.4^ENSG00000213857.3
CESC	CESC-VS-A8EG-TP	WXS	chr2	HPV16	HPV16~5845~-~chr2~132840531~+	12.80	12.41	0.05	0.53	NCKAP5^ENSG00000176771.14
CESC	CESC-VS-A8EG-TP	WXS	chr16	HPV16	HPV16~5845~-~chr16~30503069~+	15.26	21.74	-0.51	0.26	ITGAL^ENSG00000005844.16,RP11-297C4.1^ENSG00000261332.1,MIR4518^ENSG00000266305.1
CESC	CESC-VS-A8EG-TP	WXS	chr15	HPV16	HPV16~5845~-~chr15~89994690~+	17.13	16.69	0.04	0.72	ZNF710^ENSG00000140548.8
CESC	CESC-VS-A8EG-TP	WXS	chr1	HPV16	HPV16~7655~-~chr1~27386773~+	47.65	29.23	0.70	1.00	CD164L2^ENSG00000174950.9,RP1-144C9.2^ENSG00000231207.1,GPR3^ENSG00000181773.6
CESC	CESC-EK-A2PI-TP	WXS	chr10	HPV16	chr10~35022892~+~HPV16~2774~-	20.91	17.54	0.25	1.00	CUL2^ENSG00000108094.13
CESC	CESC-EK-A2PI-TP	WXS	chr2	HPV16	HPV16~6033~+~chr2~206600537~+	35.66	18.69	0.93	1.00	ADAM23^ENSG00000114948.11,AC010731.2^ENSG00000228577.1
CESC	CESC-EK-A2PI-TP	WXS	chr4	HPV16	HPV16~270~-~chr4~17660310~+	11.69	10.10	0.21	0.92	FAM184B^ENSG00000047662.4
CESC	CESC-EK-A2PI-TP	WXS	chr15	HPV16	chr15~90606104~+~HPV16~2773~-	41.52	35.18	0.24	0.92	CRTC3^ENSG00000140577.14,CTD-3065B20.2^ENSG00000259212.1,CTD-3065B20.3^ENSG00000259314.1
CESC	CESC-EK-A2PI-TP	WXS	chr1	HPV16	chr1~77692135~+~HPV16~2773~-	33.65	34.33	-0.03	0.17	ZZZ3^ENSG00000036549.11,USP33^ENSG00000077254.13
CESC	CESC-EK-A2PI-TP	WXS	chr18	HPV16	chr18~35004764~+~HPV16~2773~-	16.83	15.76	0.09	0.84	MAPRE2^ENSG00000166974.11
CESC	CESC-EK-A2PI-TP	WXS	chr21	HPV16	HPV16~4758~+~chr21~8809878~+	0.00	0.12	-3.73	0.39	bP-2189O9.4^ENSG00000279213.1
CESC	CESC-EK-A2PI-TP	WXS	chr4	HPV16	HPV16~4758~+~chr4~49514371~+	9.57	2.13	2.16	0.94	ANKRD20A17P^ENSG00000251056.1,RP11-241F15.3^ENSG00000250769.2,RP11-241F15.5^ENSG00000248532.2,RP11-1281K21.9^ENSG00000269848.1
CESC	CESC-EK-A2PI-TP	WXS	chr3	HPV16	chr3~195711476~+~HPV16~7033~+	16.56	17.00	-0.04	0.37	MUC20^ENSG00000176945.15
CESC	CESC-EK-A2PI-TP	WXS	chr19	HPV58	HPV58~2540~+~chr19~2939015~+	14.91	15.45	-0.05	0.18	ZNF77^ENSG00000175691.8
CESC	CESC-VS-A959-TP	WXS	chr14	HPV31	HPV31~3749~-~chr14~68651488~+	18.11	14.30	0.34	1.00	RAD51B^ENSG00000182185.17
CESC	CESC-VS-A959-TP	WXS	chr14	HPV31	HPV31~4522~+~chr14~68441864~+	18.11	14.30	0.34	1.00	RAD51B^ENSG00000182185.17
CESC	CESC-VS-A959-TP	WXS	chr14	HPV31	HPV31~1661~+~chr14~68487669~+	18.11	14.30	0.34	1.00	RAD51B^ENSG00000182185.17
CESC	CESC-VS-A959-TP	WXS	chr1	HPV31	chr1~43774405~+~HPV31~320~+	15.77	15.42	0.03	0.70	ST3GAL3^ENSG00000126091.18
CESC	CESC-VS-A959-TP	WXS	chr22	HPV31	HPV31~6304~-~chr22~28732043~+	34.59	34.65	-0.00	0.50	CHEK2^ENSG00000183765.19,HSCB^ENSG00000100209.8
CESC	CESC-VS-A959-TP	WXS	chr14	HPV31	HPV31~5122~-~chr14~68720931~+	18.11	14.30	0.34	1.00	RAD51B^ENSG00000182185.17
CESC	CESC-VS-A959-TP	WXS	chr1	HPV31	HPV31~1649~+~chr1~43774661~+	15.77	15.42	0.03	0.70	ST3GAL3^ENSG00000126091.18
CESC	CESC-VS-A959-TP	WXS	chr15	HPV31	HPV31~1661~+~chr15~41030522~+	26.99	25.67	0.07	0.44	INO80^ENSG00000128908.14,RP11-540O11.4^ENSG00000259521.1
CESC	CESC-VS-A959-TP	WXS	chr16	HPV31	chr16~14643033~+~HPV31~1661~-	17.69	20.26	-0.20	0.08	BFAR^ENSG00000103429.9,RNU7-125P^ENSG00000238964.1
CESC	CESC-VS-A8EI-TP	WXS	chr2	HPV16	HPV16~4109~-~chr2~200449666~+	18.03	18.00	0.00	0.51	SPATS2L^ENSG00000196141.11
CESC	CESC-VS-A8EI-TP	WXS	chr2	HPV16	HPV16~3838~-~chr2~205579249~+	11.86	13.07	-0.14	0.25	PARD3B^ENSG00000116117.16
CESC	CESC-VS-A8EI-TP	WXS	chr2	HPV16	HPV16~1637~+~chr2~200535677~+	16.68	16.08	0.05	0.83	SGOL2^ENSG00000163535.16
CESC	CESC-VS-A8EI-TP	WXS	chr2	HPV16	chr2~200492342~+~HPV16~1510~-	18.26	15.98	0.19	1.00	KCTD18^ENSG00000155729.11
CESC	CESC-VS-A8EI-TP	WXS	chr2	HPV16	chr2~205579389~+~HPV16~6915~-	11.86	13.07	-0.14	0.25	PARD3B^ENSG00000116117.16
CESC	CESC-VS-A8EI-TP	WXS	chr2	HPV16	chr2~205578479~+~HPV16~6790~+	11.86	13.07	-0.14	0.25	PARD3B^ENSG00000116117.16
CESC	CESC-VS-A8EI-TP	WXS	chr5	HPV16	chr5~415706~+~HPV16~2852~-	24.43	16.51	0.57	0.86	AHRR^ENSG00000063438.15,CTD-2228K2.1^ENSG00000250645.1
CESC	CESC-VS-A9V2-TP	WXS	chr17	HPV16	HPV16~3697~+~chr17~59711316~+	36.99	36.55	0.02	0.67	PTRH2^ENSG00000141378.14,VMP1^ENSG00000062716.9
CESC	CESC-VS-A9V2-TP	WXS	chr17	HPV16	chr17~59845328~+~HPV16~1884~+	19.77	25.59	-0.37	0.33	VMP1^ENSG00000062716.9,MIR21^ENSG00000199004.1,RNU6-450P^ENSG00000201524.1
CESC	CESC-VS-A9V2-TP	WXS	chr17	HPV16	chr17~59711318~+~HPV16~3702~+	36.99	36.55	0.02	0.67	PTRH2^ENSG00000141378.14,VMP1^ENSG00000062716.9
CESC	CESC-VS-A9V2-TP	WXS	chr2	HPV16	chr2~41849036~+~HPV16~6809~+	0.00	7.51	-9.56	0.12	AC009413.2^ENSG00000236533.1,Y_RNA^ENSG00000207218.1
CESC	CESC-VS-A9V2-TP	WXS	chr2	HPV16	HPV16~7529~+~chr2~41849056~+	0.00	7.51	-9.56	0.19	AC009413.2^ENSG00000236533.1,Y_RNA^ENSG00000207218.1
CESC	CESC-VS-A9V2-TP	WXS	chr8	HPV16	HPV16~5774~-~chr8~138311860~+	6.42	3.82	0.75	0.78	FAM135B^ENSG00000147724.10
CESC	CESC-VS-A9V2-TP	WXS	chr8	HPV16	chr8~138311855~+~HPV16~5883~-	6.42	3.82	0.75	0.78	FAM135B^ENSG00000147724.10
CESC	CESC-IR-A3LK-TP	WXS	chr10	HPV31	HPV31~6068~-~chr10~97724923~+	20.53	18.13	0.18	1.00	MARVELD1^ENSG00000155254.11
CESC	CESC-IR-A3LK-TP	WXS	chr10	HPV31	chr10~97739968~+~HPV31~1606~-	19.05	17.50	0.12	1.00	ZFYVE27^ENSG00000155256.16
CESC	CESC-C5-A7CG-TP	WXS	chr1	HPV52	HPV52~3218~-~chr1~62438814~+	19.23	18.92	0.02	0.73	USP1^ENSG00000162607.11
CESC	CESC-C5-A7CG-TP	WXS	chr1	HPV52	chr1~62444261~+~HPV52~1844~-	19.23	18.92	0.02	0.74	USP1^ENSG00000162607.11
CESC	CESC-JW-A5VL-TP	WXS	chr16	HPV16	HPV16~1715~-~chr16~88696925~+	72.73	47.67	0.61	1.00	SNAI3-AS1^ENSG00000260630.5,AC138028.1^ENSG00000280603.1,RNF166^ENSG00000158717.9,RP5-1142A6.5^ENSG00000259813.1,CTU2^ENSG00000174177.11
CESC	CESC-JW-A5VL-TP	WXS	chr16	HPV16	chr16~88696920~+~HPV16~1548~-	72.73	47.67	0.61	1.00	SNAI3-AS1^ENSG00000260630.5,AC138028.1^ENSG00000280603.1,RNF166^ENSG00000158717.9,RP5-1142A6.5^ENSG00000259813.1,CTU2^ENSG00000174177.11
CESC	CESC-JW-A5VL-TP	WXS	chr5	HPV16	chr5~102227043~+~HPV16~4220~+	6.25	9.47	-0.60	0.10	SLCO4C1^ENSG00000173930.8
CESC	CESC-JW-A5VL-TP	WXS	chr11	HPV16	chr11~120827433~+~HPV16~1191~+	6.76	8.42	-0.32	0.15	GRIK4^ENSG00000149403.10
CESC	CESC-JW-A5VL-TP	WXS	chr11	HPV16	HPV16~1189~+~chr11~120804742~+	6.76	8.42	-0.32	0.15	GRIK4^ENSG00000149403.10
CESC	CESC-JW-A5VL-TP	WXS	chr11	HPV16	chr11~120795820~+~HPV16~4689~+	6.76	8.42	-0.32	0.16	GRIK4^ENSG00000149403.10
CESC	CESC-JW-A5VL-TP	WXS	chr19	HPV16	HPV16~7705~+~chr19~44748729~+	19.91	19.47	0.03	0.71	BCL3^ENSG00000069399.11,MIR8085^ENSG00000277736.1
CESC	CESC-Q1-A6DT-TP	WXS	chr6	HPV16	chr6~107032494~+~HPV16~2046~+	20.79	17.32	0.26	1.00	C6orf203^ENSG00000130349.8
CESC	CESC-Q1-A6DT-TP	WXS	chr8	HPV16	chr8~47998457~+~HPV16~3937~-	19.02	17.83	0.09	0.99	UBE2V2^ENSG00000169139.10
CESC	CESC-Q1-A6DT-TP	WXS	chr1	HPV16	HPV16~1313~+~chr1~158419924~+	10.83	0.24	5.42	1.00	OR10K2^ENSG00000180708.4
CESC	CESC-Q1-A6DT-TP	WXS	chr1	HPV16	HPV16~2149~-~chr1~56630389~+	16.92	17.06	-0.01	0.43	PPAP2B^ENSG00000162407.8
CESC	CESC-Q1-A6DT-TP	WXS	chr19	HPV16	chr19~37942228~+~HPV16~134~+	18.56	17.28	0.10	0.94	SIPA1L3^ENSG00000105738.9
CESC	CESC-Q1-A6DT-TP	WXS	chr17	HPV16	chr17~18468416~+~HPV16~4942~+	22.00	23.62	-0.10	0.40	KRT16P4^ENSG00000229526.2,TNPO1P2^ENSG00000230662.1,LGALS9C^ENSG00000171916.15
CESC	CESC-Q1-A6DT-TP	WXS	chr1	HPV16	HPV16~5666~+~chr1~60753987~+	0.00	3.55	-8.48	0.25	RP11-436K8.1^ENSG00000231252.1
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	chr21~8422599~+~HPV16~509~-	0.00	0.00	0.00	0.49	MIR6724-3^ENSG00000275692.1
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	chr21~8239575~+~HPV16~509~-	0.00	0.00	0.00	0.60	MIR6724-2^ENSG00000274060.1
CESC	CESC-Q1-A6DT-TP	WXS	chr19	HPV16	HPV16~456~-~chr19~38980534~+	17.56	15.11	0.22	0.97	FBXO17^ENSG00000269190.4
CESC	CESC-Q1-A6DT-TP	WXS	chr6	HPV16	chr6~106974357~+~HPV16~5293~+	27.84	21.59	0.37	1.00	CD24^ENSG00000272398.4
CESC	CESC-Q1-A6DT-TP	WXS	chr8	HPV16	HPV16~627~+~chr8~47979862~+	34.83	24.95	0.48	1.00	MCM4^ENSG00000104738.15,RNU6-519P^ENSG00000222522.1
CESC	CESC-Q1-A6DT-TP	WXS	chr19	HPV16	chr19~37888419~+~HPV16~4319~-	17.70	6.14	1.53	1.00	WDR87^ENSG00000171804.8
CESC	CESC-Q1-A6DT-TP	WXS	chr1	HPV16	chr1~67045752~+~HPV16~2942~+	16.69	16.59	0.01	0.55	SLC35D1^ENSG00000116704.7
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	chr21~8419685~+~HPV16~2559~+	8.02	3.59	1.16	0.77	CH507-528H12.1^ENSG00000280441.1
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	chr21~8237282~+~HPV16~2559~+	12.22	12.25	-0.00	0.39	CH507-513H4.1^ENSG00000278996.1
CESC	CESC-Q1-A6DT-TP	WXS	chr6	HPV16	HPV16~2041~+~chr6~107021513~+	20.79	17.32	0.26	1.00	C6orf203^ENSG00000130349.8
CESC	CESC-Q1-A6DT-TP	WXS	chr1	HPV16	HPV16~1294~-~chr1~169555380~+	10.31	11.91	-0.21	0.17	F5^ENSG00000198734.9
CESC	CESC-Q1-A6DT-TP	WXS	chr19	HPV16	chr19~47187838~+~HPV16~1953~-	19.98	20.11	-0.01	0.39	SAE1^ENSG00000142230.10
CESC	CESC-Q1-A6DT-TP	WXS	chr19	HPV16	HPV16~5720~+~chr19~38991044~+	18.01	16.60	0.12	0.80	FBXO27^ENSG00000161243.7
CESC	CESC-Q1-A6DT-TP	WXS	chr19	HPV16	HPV16~984~-~chr19~37898890~+	36.26	23.41	0.63	1.00	WDR87^ENSG00000171804.8,SIPA1L3^ENSG00000105738.9
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	HPV16~211~-~chr21~8414907~+	8.02	3.59	1.16	0.77	CH507-528H12.1^ENSG00000280441.1
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	HPV16~211~-~chr21~8410871~+	8.02	7.32	0.13	0.60	CH507-528H12.1^ENSG00000280441.1,FP236383.4^ENSG00000275209.1,FP236383.10^ENSG00000277105.1
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	HPV16~211~-~chr21~8232315~+	12.22	12.25	-0.00	0.39	CH507-513H4.1^ENSG00000278996.1
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	HPV16~211~-~chr21~8455018~+	0.00	6.64	-9.38	0.29	FP236383.12^ENSG00000277644.1,FP236383.3^ENSG00000274735.1
CESC	CESC-Q1-A6DT-TP	WXS	chr21	HPV16	HPV16~211~-~chr21~8227872~+	12.22	16.64	-0.45	0.29	CH507-513H4.1^ENSG00000278996.1,FP671120.7^ENSG00000278597.1,FP671120.4^ENSG00000275530.1
