Chromosome	hotspot_coord	hotspot	hotspot_sample_counts	proj_label	viruses	insert_genes	insert_gene_count
chr20	18046564	chr20:18046564	3	NATGEN2015	HPV33,HPV16	OVOL2	2
chr20	24101666	chr20:24101666	3	NATGEN2015	HPV16	POM121L3P~RP5-1100I6.1	2
chr20	29752951	chr20:29752951	3	NATGEN2015,TCGA^CESC	HPV33,HPV16,HPV18	MIR663AHG~CFTRP3	3
chr20	30870596	chr20:30870596	3	NATGEN2015,TCGA^CESC	HPV16,HPV45	AC104301.2~DEFB115	2
chr20	31067659	chr20:31067659	3	NATGEN2015,TCGA^CESC	HPV16,HPV11	AC104301.2~DEFB115	3
chr20	31479545	chr20:31479545	3	NATGEN2015,TCGA^CESC	HPV16,HPV11,HPV18	DEFB123~DEFB124	1
chr20	32895661	chr20:32895661	3	NATGEN2015	HPV33,HPV16	EFCAB8	2
chr20	36982893	chr20:36982893	3	NATGEN2015,TCGA^CESC	HPV18,HPV16	RBL1	2
chr20	38337021	chr20:38337021	3	NATGEN2015,TCGA^CESC	HPV16,HPV18	BPI;CTD-2308N23.2	2
chr20	39855037	chr20:39855037	3	NATGEN2015,TCGA^CESC	HPV16,HPV18	RP5-1031J8.1~HSPE1P1	2
chr20	43922823	chr20:43922823	3	NATGEN2015	HPV16	RP5-1030M6.3~TOX2	2
chr20	48581647	chr20:48581647	3	NATGEN2015	HPV33,HPV16,HPV59	RNU7-144P~PREX1	3
chr20	51958295	chr20:51958295	3	NATGEN2015,TCGA^CESC	HPV11,HPV16,HPV45	RNU7-6P~ERP29P1	3
chr20	52296658	chr20:52296658	3	NATGEN2015	HPV16,HPV33	LINC01524	3
chr20	56171550	chr20:56171550	3	NATGEN2015	HPV33,HPV16	CBLN4~RNA5SP487	3
chr20	58127910	chr20:58127910	3	NATGEN2015	HPV11,HPV33,HPV16	C20orf85	1
chr20	59349803	chr20:59349803	3	NATGEN2015	HPV16,HPV33	EDN3~AL035250.1	2
chr20	61296932	chr20:61296932	3	NATGEN2015	HPV16,HPV33	CDH4	3
chr20	61402317	chr20:61402317	3	NATGEN2015,TCGA^CESC	HPV16,HPV58	CDH4	3
chr21	5326680	chr21:5326680	3	NATGEN2015,TCGA^CESC	HPV16	RP11-717F1.1~CH507-24F1.1	3
chr21	8630115	chr21:8630115	3	NATGEN2015	HPV33,HPV16	FP236383.3~bP-2168N6.2	1
chr21	9705980	chr21:9705980	3	NATGEN2015	HPV33,HPV11,HPV16	U1~MGC39584	3
chr21	10615351	chr21:10615351	3	NATGEN2015	HPV16,HPV33	AF254982.2~AP001464.4	1
chr21	11083395	chr21:11083395	3	NATGEN2015	HPV16	AF254982.2~AP001464.4	3
chr21	11316495	chr21:11316495	3	NATGEN2015	HPV16,HPV11	AF254982.2~AP001464.4	3
chr21	11623291	chr21:11623291	3	NATGEN2015	HPV16,HPV18	AF254982.2~AP001464.4	3
chr21	11938479	chr21:11938479	3	NATGEN2015	HPV16	AF254982.2~AP001464.4	3
chr21	12099394	chr21:12099394	3	NATGEN2015	HPV16	AF254982.2~AP001464.4	3
chr21	18986612	chr21:18986612	3	NATGEN2015	HPV16	AL157359.3~AP000431.1	1
chr21	19828218	chr21:19828218	3	NATGEN2015,TCGA^CESC	HPV16	C1QBPP~AP000946.2	2
chr21	20820375	chr21:20820375	3	NATGEN2015,TCGA^HNSC	HPV16	PPIAP1~AP001136.2	2
chr21	22152601	chr21:22152601	3	NATGEN2015	HPV16	AP000705.6~RNU4-45P	1
chr21	32503593	chr21:32503593	3	NATGEN2015	HPV16,HPV33	EXOSC3P1~SNORA33	2
chr21	34635694	chr21:34635694	3	NATGEN2015	HPV33,HPV16	CLIC6	1
chr21	41789248	chr21:41789248	3	NATGEN2015	HPV16	PRDM15	1
chr21	43308136	chr21:43308136	3	NATGEN2015	HPV33,HPV16,HPV58	CRYAA~LINC00322	2
chr21	46376647	chr21:46376647	3	NATGEN2015,TCGA^CESC	HPV18,HPV16	PCNT	2
chr21	46691397	chr21:46691397	3	NATGEN2015,TCGA^LIHC	HPV59,HPV16,HBV	RPL23AP4~	2
chr22	10607132	chr22:10607132	3	NATGEN2015	HPV33,HPV16	~U2	3
chr22	11020557	chr22:11020557	3	NATGEN2015,TCGA^LIHC	HPV16,HBV	CU459211.1~CU104787.1	3
chr22	11911122	chr22:11911122	3	NATGEN2015,TCGA^CESC	HPV16	CU459202.1~AC116618.1	3
chr22	13217620	chr22:13217620	3	NATGEN2015	HPV16	CU463998.2~U6	3
chr22	13455005	chr22:13455005	3	NATGEN2015	HPV11,HPV16	CU463998.2~U6	3
chr22	13761801	chr22:13761801	3	NATGEN2015	HPV16,HPV18	CU463998.2~U6	3
chr22	14076989	chr22:14076989	3	NATGEN2015	HPV16	CU463998.2~U6	3
chr22	14237904	chr22:14237904	3	NATGEN2015	HPV16	CU463998.2~U6	3
chr22	15206161	chr22:15206161	3	NATGEN2015	HPV16	CU463998.2~U6	3
chr22	17473513	chr22:17473513	3	NATGEN2015	HPV33,HPV16	CECR2	3
chr22	18486447	chr22:18486447	3	NATGEN2015	HPV16,HPV33	Metazoa_SRP	1
chr22	20152213	chr22:20152213	3	NATGEN2015	HPV16,HPV33	AC006547.14~XXbac-B444P24.8	1
chr22	20334597	chr22:20334597	3	NATGEN2015	HPV11,HPV16	FAM230A;USP41	1
chr22	21158218	chr22:21158218	3	NATGEN2015	HPV16	FAM230B	2
chr22	24632263	chr22:24632263	3	NATGEN2015	HPV16	GGT1	1
chr22	40877772	chr22:40877772	3	NATGEN2015,TCGA^CESC	HPV16	XPNPEP3	2
chr22	45844539	chr22:45844539	3	NATGEN2015,TCGA^CESC	HPV16	ATXN10	2
chr22	46618053	chr22:46618053	3	NATGEN2015	HPV16,HPV11,HPV33	GRAMD4	3
chr22	47380108	chr22:47380108	3	NATGEN2015	HPV33,HPV16	CITF22-49D8.1	1
chr22	48351891	chr22:48351891	3	NATGEN2015	HPV33,HPV16	MIR3201~RP11-536P6.3	3
chr3	2671218	chr3:2671218	3	NATGEN2015	HPV33,HPV16,HPV18	CNTN4	3
chr3	6368272	chr3:6368272	3	NATGEN2015	HPV16,HPV11	AC026167.1~AC069277.2	2
chr3	8602848	chr3:8602848	3	NATGEN2015,TCGA^CESC	HPV16,HPV33,HPV18	LMCD1-AS1;AC034187.2	1
chr3	13639585	chr3:13639585	3	NATGEN2015	HPV16,HPV11,HPV58	FBLN2	2
chr3	20512890	chr3:20512890	3	NATGEN2015	HPV16	RP11-669C19.1~RNU6-815P	2
chr3	22866846	chr3:22866846	3	NATGEN2015	HPV16	AC092421.1~RP11-1037D22.1	1
chr3	25298685	chr3:25298685	3	NATGEN2015	HPV16	RARB	3
chr3	26544411	chr3:26544411	3	NATGEN2015	HPV16	VENTXP4~AC099754.1	3
chr3	27202140	chr3:27202140	3	NATGEN2015	HPV16,HPV33	NEK10	3
chr3	31005321	chr3:31005321	3	NATGEN2015,TCGA^CESC	HPV16	GADL1~MIR466	3
chr3	36120180	chr3:36120180	3	NATGEN2015	HPV33,HPV16	AC104308.2~RFC3P1	2
chr3	36582796	chr3:36582796	3	NATGEN2015	HPV16	STAC~NBPF21P	3
chr3	37720628	chr3:37720628	3	NATGEN2015	HPV11,HPV33,HPV16	ITGA9	1
chr3	39574018	chr3:39574018	3	NATGEN2015	HPV16	MOBP~NFU1P1	2
chr3	46116455	chr3:46116455	3	NATGEN2015	HPV18,HPV16,HPV33	NRBF2P2~FLT1P1	2
chr3	58171557	chr3:58171557	3	NATGEN2015,TCGA^CESC	HPV16	FLNB	2
chr3	58788914	chr3:58788914	3	NATGEN2015,TCGA^CESC	HPV16,HPV33	C3orf67	2
chr3	64390494	chr3:64390494	3	NATGEN2015	HPV16	PRICKLE2-AS3~RP11-14D22.2	3
chr3	69466166	chr3:69466166	3	NATGEN2015	HPV31,HPV16	FRMD4B	2
chr3	75794214	chr3:75794214	3	NATGEN2015,TCGA^CESC	HPV11,HPV16,HPV33	ZNF717	2
chr3	83819802	chr3:83819802	3	NATGEN2015,TCGA^CESC	HPV18,HPV16	CYP51A1P1~SRRM1P2	2
chr3	90862203	chr3:90862203	3	NATGEN2015,TCGA^CESC	HPV33,HPV16	HSPE1P19~RNU6-488P	3
chr3	98184180	chr3:98184180	3	NATGEN2015,TCGA^LIHC	HPV16,HBV	OR5H1~OR5H14	1
chr3	105570182	chr3:105570182	3	NATGEN2015	HPV16,HPV58	ALCAM	2
chr3	111373736	chr3:111373736	3	NATGEN2015,TCGA^LIHC	HBV,HPV16	CD96	2
chr3	112308909	chr3:112308909	3	NATGEN2015	HPV33,HPV16	CD200	2
chr3	114232610	chr3:114232610	3	NATGEN2015	HPV16	RP11-553L6.2	1
chr3	115816354	chr3:115816354	3	NATGEN2015	HPV16,HPV31	LSAMP	2
chr3	116847252	chr3:116847252	3	NATGEN2015	HPV16	LSAMP	3
chr3	119585206	chr3:119585206	3	NATGEN2015	HPV16,HPV33	CD80	1
chr3	125860632	chr3:125860632	3	NATGEN2015	HPV16,HPV11	ALG1L	1
chr3	130877743	chr3:130877743	3	NATGEN2015,TCGA^CESC	HPV58,HPV16	ATP2C1	3
chr3	133134752	chr3:133134752	3	NATGEN2015,TCGA^CESC	HPV16,HPV18	TMEM108	3
chr3	133529860	chr3:133529860	3	NATGEN2015	HPV16	RP11-91K8.4~RP11-91K8.5	2
chr3	137667620	chr3:137667620	3	NATGEN2015,TCGA^CESC	HPV16	RP11-575C1.1~NPM1P17	3
chr3	137805130	chr3:137805130	3	NATGEN2015,TCGA^CESC	HPV16	RP11-2A4.4~HSPA8P9	3
chr3	138486057	chr3:138486057	3	NATGEN2015	HPV16	CEP70	2
chr3	140460845	chr3:140460845	3	NATGEN2015	HPV16,HPV33	CLSTN2	3
chr3	142552883	chr3:142552883	3	NATGEN2015,TCGA^CESC	HPV16	ATR	2
chr3	146342248	chr3:146342248	3	NATGEN2015	HPV16	PLSCR4~RP11-758I14.2	2
chr3	150137125	chr3:150137125	3	NATGEN2015	HPV16	RP11-167H9.4	3
chr3	151972875	chr3:151972875	3	NATGEN2015	HPV16,HPV33	SUCNR1~RP11-246A10.1	3
chr3	154361638	chr3:154361638	3	NATGEN2015	HPV16	GPR149	2
chr3	160467597	chr3:160467597	3	NATGEN2015,TCGA^CESC	HPV16	KPNA4	2
chr3	161983752	chr3:161983752	3	NATGEN2015,TCGA^CESC	HPV58,HPV16	RP11-774I5.1~TOMM22P6	3
chr3	163879392	chr3:163879392	3	NATGEN2015	HPV16	AC104637.1~RP11-208P4.1	3
chr3	165918315	chr3:165918315	3	NATGEN2015,TCGA^CESC	HPV16	BCHE~MTND4P17	3
chr3	169260343	chr3:169260343	3	NATGEN2015	HPV16,HPV45	MECOM	3
chr3	170456925	chr3:170456925	3	NATGEN2015	HPV16,HPV33	SLC7A14;CLDN11	2
chr3	172104630	chr3:172104630	3	NATGEN2015	HPV16,HPV33	FNDC3B	3
chr3	176057366	chr3:176057366	3	NATGEN2015	HPV16	RP11-78E6.1~LINC01208	1
chr3	181509642	chr3:181509642	3	NATGEN2015,TCGA^CESC,TCGA^LIHC	HBV,HPV16	SOX2-OT	3
chr3	181617105	chr3:181617105	3	NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,HPV58	SOX2-OT	3
chr3	182094890	chr3:182094890	3	NATGEN2015	HPV11,HPV16,HPV18	LINC01206~RP11-416O18.2	1
chr3	184640312	chr3:184640312	3	NATGEN2015,TCGA^HNSC	HPV16	EIF2B5	3
chr3	184769490	chr3:184769490	3	NATGEN2015	HPV58,HPV33,HPV16	RP11-329B9.1	1
chr3	190098926	chr3:190098926	3	NATGEN2015,TCGA^CESC	HPV16	P3H2	3
chr4	755276	chr4:755276	3	NATGEN2015,TCGA^CESC	HPV16,HPV11	RP11-440L14.1	2
chr4	1866252	chr4:1866252	3	NATGEN2015,TCGA^CESC	HPV16,HPV18	FGFR3	1
chr4	3944628	chr4:3944628	3	NATGEN2015	HPV16,HPV59	AC226119.4	1
chr4	4579754	chr4:4579754	3	NATGEN2015	HPV16,HPV33	STX18-AS1	3
chr4	7274656	chr4:7274656	3	NATGEN2015	HPV16,HPV31,HPV58	SORCS2	3
chr4	7864036	chr4:7864036	3	NATGEN2015	HPV33,HPV11,HPV16	AFAP1	3
chr4	9370719	chr4:9370719	3	NATGEN2015	HPV16,HPV11	RP11-1396O13.15~DEFB131	1
chr4	25743573	chr4:25743573	3	NATGEN2015,TCGA^CESC	HPV16	RP11-302F12.4~MTND4P9	1
chr4	27851326	chr4:27851326	3	NATGEN2015	HPV16	IGBP1P5~AC007106.1	3
chr4	27989930	chr4:27989930	3	NATGEN2015	HPV33,HPV16	IGBP1P5~AC007106.1	2
chr4	31749038	chr4:31749038	3	NATGEN2015,TCGA^CESC	HPV16,HPV58	RP11-665I14.1~RP11-734I18.1	3
chr4	35047999	chr4:35047999	3	NATGEN2015,TCGA^LIHC	HPV16,HBV	snoU13~SEC63P2	3
chr4	35681513	chr4:35681513	3	NATGEN2015	HPV16,HPV33	RNU6-573P~RP11-640B6.1	3
chr4	39088539	chr4:39088539	3	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,HBV,HPV33	KLHL5	1
chr4	39996816	chr4:39996816	3	NATGEN2015	HPV16,HPV33	KRT18P25~RP11-333E13.4	1
chr4	42310075	chr4:42310075	3	NATGEN2015,TCGA^CESC	HPV58,HPV16	RP11-63A11.1	2
chr4	43352223	chr4:43352223	3	NATGEN2015,TCGA^CESC	HPV45,HPV16	RP11-1E6.1~RP11-324J13.3	2
chr4	51090119	chr4:51090119	3	NATGEN2015	HPV16,HPV11,HPV33	AC119751.4~DUTP7	3
chr4	52474566	chr4:52474566	3	NATGEN2015,TCGA^CESC	HPV16,HPV33	RP11-588F10.1~RNU6-1252P	2
chr4	56682684	chr4:56682684	3	NATGEN2015,TCGA^CESC	HPV16	GLDCP1~RP11-630A13.4	1
chr4	59400879	chr4:59400879	3	NATGEN2015	HPV16	RP11-622J8.1~Y_RNA	3
chr4	65671685	chr4:65671685	3	NATGEN2015,TCGA^HNSC,TCGA^LIHC	HPV16,HBV	EPHA5	1
chr4	67487701	chr4:67487701	3	NATGEN2015,TCGA^CESC	HPV16	CENPC	2
chr4	70373168	chr4:70373168	3	NATGEN2015,TCGA^UCEC	HPV16,NC_001664_159378nt_Human_betaherpesvirus_6A	CABS1~SMR3A	1
chr4	73963717	chr4:73963717	3	NATGEN2015,TCGA^HNSC	HPV16	CXCL1P~PF4	1
chr4	87114411	chr4:87114411	3	NATGEN2015,TCGA^CESC	HPV33,HPV16	KLHL8	2
chr4	103211615	chr4:103211615	3	NATGEN2015	HPV16,HPV33	CENPE~RP11-328K4.1	2
chr4	104630065	chr4:104630065	3	NATGEN2015	HPV33,HPV16,HPV11	AC004053.1	2
chr4	109008264	chr4:109008264	3	NATGEN2015	HPV16,HPV33	COL25A1	3
chr4	109325854	chr4:109325854	3	NATGEN2015	HPV16,HPV33	AC004051.2	1
chr4	110893138	chr4:110893138	3	NATGEN2015	HPV16	MIR297~LYPLA1P2	3
chr4	111045310	chr4:111045310	3	NATGEN2015	HPV33,HPV16	LYPLA1P2~AC004062.2	2
chr4	121823123	chr4:121823123	3	NATGEN2015,TCGA^LIHC	NC_001401_4679nt_Adeno_associated_virus_2,HPV16,HBV	CCNA2	2
chr4	125516736	chr4:125516736	3	NATGEN2015	HPV18,HPV16	FAT4~NUPL1P1	3
chr4	125788596	chr4:125788596	3	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV58,HBV,HPV16	TMEM248P1~RP11-318I4.1	3
chr4	127574610	chr4:127574610	3	NATGEN2015	HPV16	RP11-18O11.2~INTU	2
chr4	129530114	chr4:129530114	3	NATGEN2015	HPV16	RP11-419L4.1~RP11-519M16.1	3
chr4	131110876	chr4:131110876	3	NATGEN2015	HPV16,HPV33	RP11-488I4.2~RNU6-224P	2
chr4	139415728	chr4:139415728	3	NATGEN2015	HPV16	NAA15	2
chr4	141061294	chr4:141061294	3	NATGEN2015	HPV16,HPV33	RNF150	3
chr4	143518936	chr4:143518936	3	NATGEN2015,TCGA^CESC	HPV11,HPV16	RP11-58H15.3~SMARCA5-AS1	2
chr4	146785980	chr4:146785980	3	NATGEN2015,TCGA^CESC	HPV16,HPV33	TTC29	3
chr4	153525268	chr4:153525268	3	NATGEN2015	HPV16,HPV33	KIAA0922	2
chr4	158987882	chr4:158987882	3	NATGEN2015	HPV16,HPV33	C4orf45	2
chr4	166580287	chr4:166580287	3	NATGEN2015,TCGA^CESC	HPV16	RP11-217C7.1~RNA5SP171	3
chr4	175723038	chr4:175723038	3	NATGEN2015	HPV16,HPV33	GPM6A	3
chr4	179877548	chr4:179877548	3	NATGEN2015,TCGA^HNSC	HPV16	RP11-774G5.1~RP11-751A18.1	3
chr4	182943576	chr4:182943576	3	NATGEN2015	HPV16,HPV33	DCTD~RP11-335L23.2	2
chr4	183334997	chr4:183334997	3	NATGEN2015	HPV16,HPV33	CLDN24~RP11-451F20.1	2
chr4	186439239	chr4:186439239	3	NATGEN2015,TCGA^CESC	HPV18,HPV16,HPV58	F11-AS1	3
chr4	186582152	chr4:186582152	3	NATGEN2015,TCGA^CESC	HPV11,HPV16	FAT1	2
chr4	188833621	chr4:188833621	3	NATGEN2015,TCGA^CESC	HPV33,HPV58,HPV16	RP11-756P10.2~RP11-818C3.1	3
chr4	188939682	chr4:188939682	3	NATGEN2015	HPV33,HPV16	RP11-756P10.2~RP11-818C3.1	2
chr5	698760	chr5:698760	3	NATGEN2015	HPV16,HPV58	ZDHHC11B	2
chr5	827751	chr5:827751	3	NATGEN2015	HPV16	ZDHHC11	3
chr5	1889424	chr5:1889424	3	NATGEN2015	HPV33,HPV16	CTD-2194D22.2~CTD-2194D22.5	1
chr5	4250043	chr5:4250043	3	NATGEN2015,TCGA^LIHC	HBV,HPV16,HPV31	CTD-2008N3.1~RP11-445O3.3	3
chr5	4522252	chr5:4522252	3	NATGEN2015	HPV16,HPV33	RP11-445O3.2	3
chr5	4914201	chr5:4914201	3	NATGEN2015	HPV16,HPV58	CTD-2046I8.1~CTD-2247C11.2	3
chr5	7361720	chr5:7361720	3	NATGEN2015	HPV16,HPV33	CTD-2296D1.2~CTD-2296D1.3	2
chr5	11132576	chr5:11132576	3	NATGEN2015	HPV16,HPV59	CTNND2	3
chr5	14366133	chr5:14366133	3	NATGEN2015	HPV16	TRIO	3
chr5	16591390	chr5:16591390	3	NATGEN2015,TCGA^STAD	HPV16,Eppstein-Barr	FAM134B	1
chr5	19345252	chr5:19345252	3	NATGEN2015	HPV33,HPV16	HSPD1P15~AC118463.1	3
chr5	19775990	chr5:19775990	3	NATGEN2015	HPV16	CDH18	3
chr5	23925908	chr5:23925908	3	NATGEN2015	HPV16,HPV33	RP11-197O8.1~SNORA40	3
chr5	27414692	chr5:27414692	3	NATGEN2015	HPV16	CTD-3007L5.1	2
chr5	29553801	chr5:29553801	3	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,HBV	UBL5P1~CTD-2011G17.1	2
chr5	35660753	chr5:35660753	3	NATGEN2015	HPV33,HPV16	SPEF2;CTD-2113L7.1	2
chr5	41640813	chr5:41640813	3	NATGEN2015	HPV16	CTD-2122P11.1~OXCT1	3
chr5	42087561	chr5:42087561	3	NATGEN2015	HPV16,HPV33	MTHFD2P6~RP11-112L7.1	3
chr5	46309278	chr5:46309278	3	NATGEN2015,TCGA^CESC	HPV16,HPV18	CTD-2013M15.1~EMB	3
chr5	46511801	chr5:46511801	3	NATGEN2015,TCGA^CESC	HPV16	CTD-2013M15.1~EMB	3
chr5	47144975	chr5:47144975	3	NATGEN2015	HPV11,HPV16	CTD-2013M15.1~EMB	3
chr5	47420950	chr5:47420950	3	NATGEN2015,TCGA^CESC	HPV33,HPV16	CTD-2013M15.1~EMB	3
chr5	48317986	chr5:48317986	3	NATGEN2015,TCGA^CESC	HPV16,HPV33	CTD-2013M15.1~EMB	3
chr5	48623681	chr5:48623681	3	NATGEN2015,TCGA^CESC	HPV16,HPV33	CTD-2013M15.1~EMB	3
chr5	48823088	chr5:48823088	3	NATGEN2015,TCGA^CESC	HPV16,HPV33	CTD-2013M15.1~EMB	3
chr5	50187301	chr5:50187301	3	NATGEN2015,TCGA^CESC	HPV33,HPV16	CTD-2013M15.1~EMB	3
chr5	53515531	chr5:53515531	3	NATGEN2015	HPV16	FST~AC024569.1	2
chr5	58867864	chr5:58867864	3	NATGEN2015,TCGA^LIHC	HPV16,HBV,HPV11	CTD-2176I21.2~RP11-266N13.2	2
chr5	59370937	chr5:59370937	3	NATGEN2015,TCGA^CESC	HPV18,HPV16	PDE4D	3
chr5	59670443	chr5:59670443	3	NATGEN2015	HPV16	PDE4D	3
chr5	60817270	chr5:60817270	3	NATGEN2015,TCGA^CESC	HPV16,HPV58	ELOVL7	1
chr5	67997942	chr5:67997942	3	NATGEN2015,TCGA^LIHC	HBV,HPV16,HPV18	AC010376.1~CTD-2060F24.1	2
chr5	71520452	chr5:71520452	3	NATGEN2015	HPV16	BDP1	2
chr5	72690030	chr5:72690030	3	NATGEN2015	HPV16,HPV33	CTC-347C20.1	1
chr5	85297764	chr5:85297764	3	NATGEN2015,TCGA^HNSC	HPV16	RP11-1072N2.4~CTD-2331D11.2	3
chr5	86330807	chr5:86330807	3	NATGEN2015	HPV16,HPV58	CTC-261N6.1~CTC-261N6.2	1
chr5	87651450	chr5:87651450	3	NATGEN2015,TCGA^CESC	HPV16,HPV58	CTD-2316B1.1~CTD-2316B1.2	1
chr5	88195558	chr5:88195558	3	NATGEN2015	HPV16	CTD-2316B1.2~AC010243.1	2
chr5	93935564	chr5:93935564	3	NATGEN2015	HPV16,HPV59	FAM172A	3
chr5	104254924	chr5:104254924	3	NATGEN2015	HPV16	RN7SL255P~RP11-313L6.2	2
chr5	105081029	chr5:105081029	3	NATGEN2015	HPV16,HPV33	RP11-6N13.1;CTD-2374C24.1	3
chr5	106986801	chr5:106986801	3	NATGEN2015	HPV58,HPV16	CTC-254B4.1	2
chr5	108097786	chr5:108097786	3	NATGEN2015,TCGA^HNSC	HPV16	FBXL17	3
chr5	108557155	chr5:108557155	3	NATGEN2015,TCGA^LIHC	HBV,HPV16	FBXL17~RP11-120B7.1	3
chr5	116661741	chr5:116661741	3	NATGEN2015,TCGA^CESC	HPV16,HPV58	CTB-118N6.2~RPS17P2	3
chr5	117537423	chr5:117537423	3	NATGEN2015	HPV16	LINC00992	3
chr5	117768968	chr5:117768968	3	NATGEN2015	HPV16,HPV33	RPL7L1P4~AC114945.1	2
chr5	128631492	chr5:128631492	3	NATGEN2015	HPV33,HPV16	FBN2;SLC27A6	2
chr5	130397208	chr5:130397208	3	NATGEN2015	HPV16,HPV18	RNU7-53P~ARL2BPP4	2
chr5	141141122	chr5:141141122	3	NATGEN2015	HPV16,HPV33	AC005754.7;PCDHB17P;CH17-140K24.2	1
chr5	141777645	chr5:141777645	3	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,HBV	ARAP3~AC005753.1	3
chr5	142115440	chr5:142115440	3	NATGEN2015	HPV33,HPV16	AC005740.4~NDFIP1	1
chr5	154052530	chr5:154052530	3	NATGEN2015	HPV33,HPV16	MFAP3	2
chr5	155257786	chr5:155257786	3	NATGEN2015	HPV16	CTD-2311A18.1~CTC-447K7.1	3
chr5	158389672	chr5:158389672	3	NATGEN2015,TCGA^HNSC	HPV16	RP11-524N5.1	2
chr5	172767891	chr5:172767891	3	NATGEN2015	HPV16,HPV58	CTB-79E8.2~RP11-779O18.1	2
chr5	174664682	chr5:174664682	3	NATGEN2015	HPV33,HPV16,HPV11	HIGD1AP3~MSX2	2
chr5	174789023	chr5:174789023	3	NATGEN2015	HPV58,HPV33	CTD-2532K18.1	2
chr5	175405004	chr5:175405004	3	NATGEN2015	HPV33,HPV16	ARL2BPP6~DRD1	2
chr5	177961219	chr5:177961219	3	NATGEN2015	HPV58,HPV33,HPV16	RP11-1252I4.2	2
chr5	178772104	chr5:178772104	3	NATGEN2015,TCGA^CESC	HPV33,HPV16	AACSP1	1
chr5	180723069	chr5:180723069	3	NATGEN2015,TCGA^CESC	HPV16	OR2Y1~CTC-205M6.5	1
chr6	118995	chr6:118995	3	NATGEN2015	HPV16,HPV58	~WBP1LP12	2
chr6	12715621	chr6:12715621	3	NATGEN2015	HPV16,HPV33	PHACTR1	2
chr6	15256534	chr6:15256534	3	NATGEN2015	HPV16	JARID2	3
chr6	18884878	chr6:18884878	3	NATGEN2015,TCGA^LIHC	HPV16,HBV	MIR548A1~RP11-254A17.1	3
chr6	25279374	chr6:25279374	3	NATGEN2015,TCGA^CESC	HPV16,HPV33	LRRC16A	2
chr6	26851697	chr6:26851697	3	NATGEN2015	HPV33,HPV16	Clostridiales-1~POM121L6P	2
chr6	27350676	chr6:27350676	3	NATGEN2015	HPV33,HPV16	MCFD2P1~ZNF184	1
chr6	35063938	chr6:35063938	3	NATGEN2015	HPV16	ANKS1A	3
chr6	36878991	chr6:36878991	3	NATGEN2015	HPV16	C6orf89	1
chr6	37892487	chr6:37892487	3	NATGEN2015	HPV16	ZFAND3	3
chr6	38131954	chr6:38131954	3	NATGEN2015	HPV16,HPV58	ZFAND3	2
chr6	47338324	chr6:47338324	3	NATGEN2015,TCGA^CESC	HPV33,HPV45,HPV16	B3GNTL1P2~RP11-385F7.1	2
chr6	47835922	chr6:47835922	3	NATGEN2015,TCGA^CESC	HPV16,HPV18,HPV45	PTCHD4	2
chr6	48802016	chr6:48802016	3	NATGEN2015,TCGA^CESC	HPV16	RP1-281E18.1~RP1-57E3.1	3
chr6	55336573	chr6:55336573	3	NATGEN2015	HPV18,HPV16	GFRAL	2
chr6	58229571	chr6:58229571	3	NATGEN2015,TCGA^CESC	HPV45,HPV33,HPV16	RP11-143A22.1~RP11-136G2.1	2
chr6	59242284	chr6:59242284	3	NATGEN2015,TCGA^CESC	HPV16,HPV45	RP11-136G2.1~AC244258.1	3
chr6	59362284	chr6:59362284	3	NATGEN2015,TCGA^CESC	HPV16,HPV58	RP11-136G2.1~AC244258.1	3
chr6	60534878	chr6:60534878	3	NATGEN2015,TCGA^CESC	HPV16	Clostridiales-1~RP11-343D24.1	2
chr6	72428804	chr6:72428804	3	NATGEN2015	HPV11,HPV16	RP5-1046G13.2~RP11-135M8__A.1	2
chr6	85254208	chr6:85254208	3	NATGEN2015	HPV33,HPV11,HPV16	RP3-455E7.1~RP1-161C16.1	2
chr6	85921130	chr6:85921130	3	NATGEN2015	HPV16,HPV33	RP11-207F8.1~RNU4-12P	3
chr6	87958864	chr6:87958864	3	NATGEN2015,TCGA^LIHC	HBV,HPV16	RP11-453D21.1~SPACA1	3
chr6	88969323	chr6:88969323	3	NATGEN2015	HPV33,HPV16	RNGTT	2
chr6	90677122	chr6:90677122	3	NATGEN2015	HPV16	MAP3K7~RP1-177I10.1	3
chr6	91094511	chr6:91094511	3	NATGEN2015	HPV33,HPV16	MAP3K7~RP1-177I10.1	3
chr6	93996994	chr6:93996994	3	NATGEN2015,TCGA^CESC	HPV16,HPV58	RP11-524K14.1~RP3-463P15.1	3
chr6	105870190	chr6:105870190	3	NATGEN2015	HPV59,HPV33,HPV16	RP3-359N14.1~RN7SKP211	3
chr6	106952066	chr6:106952066	3	NATGEN2015,TCGA^CESC	HPV16	CD24~C6orf203	2
chr6	113477106	chr6:113477106	3	NATGEN2015,TCGA^CESC	HPV18,HPV16	RP11-367G18.2~RP11-367G18.1	2
chr6	117534550	chr6:117534550	3	NATGEN2015	HPV16	DCBLD1	1
chr6	120605515	chr6:120605515	3	NATGEN2015,TCGA^CESC	HPV16	RNU6-214P~RNA5SP215	3
